,Bat_Average,Bowl_Average,Economy,FastScorer,HardHitter,Name,WicketTaker
0,17.933333333333334,0.0,0.0,1.1798245614035088,0.7690058479532164,MA Agarwal,0.0
1,30.25,0.0,0.0,1.2826855123674912,0.8586572438162544,Q de Kock,0.0
2,28.82142857142857,0.0,0.0,1.2320610687022902,0.7755725190839695,SS Iyer,0.0
3,27.39024390243902,0.0,0.0,1.247777777777778,0.7577777777777778,KK Nair,0.0
4,26.94230769230769,0.0,0.0,1.2257217847769029,0.6736657917760279,SV Samson,0.0
5,20.764705882352946,24.967741935483872,7.267605633802817,1.2429577464788732,0.7042253521126759,P Negi,20.61290322580645
6,11.875,30.75,8.154696132596685,1.6964285714285714,1.4285714285714286,CR Brathwaite,22.625
7,43.9,22.777777777777782,7.0825335892514385,1.5963636363636364,0.9818181818181818,CH Morris,19.296296296296298
8,7.428571428571429,19.33333333333333,7.126279863481228,0.981132075471698,0.6792452830188679,NM Coulter-Nile,16.27777777777778
9,17.894736842105264,23.879699248120303,7.1131019036954095,0.8900523560209425,0.3612565445026178,A Mishra,20.142857142857142
10,9.75,26.12621359223301,7.0940246045694195,0.8297872340425532,0.3971631205673759,Z Khan,22.097087378640776
11,6.0,48.25,6.327868852459017,0.5,0.0,J Yadav,45.75
