,count,name
0,16,P Kumar
1,2,JP Faulkner
2,16,PP Chawla
3,4,Bipul Sharma
4,7,Harmeet Singh
5,6,PC Valthaty
6,7,AC Gilchrist
7,13,SE Marsh
8,4,AM Nayar
9,16,Mandeep Singh
10,15,DJ Hussey
11,4,AD Mascarenhas
12,12,P Awana
13,3,P Dogra
14,5,BA Bhatt
15,10,N Saini
16,6,DA Miller
17,11,Azhar Mahmood
18,5,RJ Harris
19,4,Gurkeerat Singh
20,4,SD Chitnis
21,1,RR Powar
