,count,name
0,16,R Dravid
1,16,AM Rahane
2,12,AL Menaria
3,12,BJ Hodge
4,13,OA Shah
5,6,KK Cooper
6,14,SK Trivedi
7,11,J Botha
8,9,A Singh
9,8,AA Chavan
10,6,SP Goswami
11,9,GB Hogg
12,6,Pankaj Singh
13,3,DH Yagnik
14,8,STR Binny
15,4,A Chandila
16,7,SR Watson
17,6,SW Tait
