,count,name
0,9,Ankit Sharma
1,12,DW Steyn
2,6,MS Gony
3,7,DT Christian
4,4,DJ Harris
5,3,TP Sudhindra
6,15,S Dhawan
7,12,PA Patel
8,13,CL White
9,4,B Chipli
10,2,DB Ravi Teja
11,12,KC Sangakkara
12,14,A Mishra
13,4,Anand Rajan
14,9,JP Duminy
15,4,AA Jhunjhunwala
16,9,V Pratap Singh
17,9,A Ashish Reddy
18,3,IR Jaggi
19,2,J Theron
20,1,BB Samantray
21,3,PA Reddy
22,1,CA Lynn
