,count,name
0,9,MK Pandey
1,6,WD Parnell
2,15,SC Ganguly
3,16,RV Uthappa
4,4,CJ Ferguson
5,14,SPD Smith
6,8,MN Samuels
7,11,B Kumar
8,11,M Kartik
9,7,AB Dinda
10,11,R Sharma
11,11,JD Ryder
12,13,A Nehra
13,9,AD Mathews
14,7,M Manhas
15,4,AC Thomas
16,1,LJ Wright
17,6,MJ Clarke
18,4,AP Majumdar
19,1,K Upadhyay
20,1,MD Mishra
21,1,AG Murtaza
22,1,Harpreet Singh
