,count,name
0,5,AD Mascarenhas
1,5,Kamran Khan
2,11,MM Patel
3,2,T Henderson
4,13,SK Warne
5,13,YK Pathan
6,12,GC Smith
7,8,SA Asnodkar
8,2,Niraj Patel
9,13,RA Jadeja
10,3,M Rawat
11,2,PC Valthaty
12,7,RJ Quiney
13,8,AS Raut
14,7,SK Trivedi
15,3,SM Harwood
16,5,LA Carseldine
17,8,NV Ojha
18,5,A Singh
19,2,M Morkel
20,1,SD Chitnis
21,3,J Botha
