,count,name
0,13,BB McCullum
1,7,CH Gayle
2,12,SC Ganguly
3,12,BJ Hodge
4,1,A Chopra
5,8,LR Shukla
6,4,MC Henriques
7,11,AB Agarkar
8,10,M Kartik
9,11,I Sharma
10,8,AB Dinda
11,2,Anureet Singh
12,4,BAW Mendis
13,1,SB Bangar
14,4,Yashpal Singh
15,2,AN Ghosh
16,5,MN van Wyk
17,7,WP Saha
18,2,SS Sarkar
19,4,DJ Hussey
20,1,AD Mathews
21,1,Mashrafe Mortaza
22,1,CK Langeveldt
23,1,SS Shaikh
