,count,name
0,2,MN Samuels
1,16,B Kumar
2,13,AB Dinda
3,11,AD Mathews
4,11,R Sharma
5,13,Yuvraj Singh
6,16,RV Uthappa
7,7,MK Pandey
8,5,LRPL Taylor
9,10,AM Nayar
10,9,MR Marsh
11,5,TL Suman
12,14,AJ Finch
13,7,SPD Smith
14,6,LJ Wright
15,3,BAW Mendis
16,2,IC Pandey
17,3,AG Murtaza
18,2,M Manhas
19,3,KW Richardson
20,2,K Upadhyay
21,4,WD Parnell
22,2,Parvez Rasool
23,1,UA Birla
24,1,M Rawat
25,2,RV Gomez
