,count,name
0,7,PA Reddy
1,13,PA Patel
2,9,KC Sangakkara
3,13,CL White
4,16,NLTC Perera
5,17,GH Vihari
6,10,A Ashish Reddy
7,2,DB Ravi Teja
8,17,DW Steyn
9,16,I Sharma
10,17,A Mishra
11,1,Ankit Sharma
12,2,Anand Rajan
13,13,KV Sharma
14,3,Q de Kock
15,7,BB Samantray
16,10,S Dhawan
17,1,X Thalaivan Sargunam
18,10,DJG Sammy
