,count,name
0,16,CH Gayle
1,5,TM Dilshan
2,16,V Kohli
3,5,MA Agarwal
4,2,DT Christian
5,2,KK Nair
6,5,KB Arun Karthik
7,13,JD Unadkat
8,16,R Vinay Kumar
9,6,M Muralitharan
10,11,M Kartik
11,10,MC Henriques
12,11,RP Singh
13,14,AB de Villiers
14,10,R Rampaul
15,4,J Syed Mohammad
16,1,AB McDonald
17,2,KL Rahul
18,6,SS Tiwary
19,1,A Mukund
20,4,CA Pujara
21,2,Z Khan
22,1,A Mithun
