,Bat_Average,Bowl_Average,Economy,FastScorer,HardHitter,Name,WicketTaker
0,35.97222222222222,16.0,16.0,1.2416107382550337,0.6404602109300096,F du Plessis,6.0
1,30.25301204819277,48.0,7.783783783783784,1.2002868068833652,0.7084130019120459,M Vijay,37.0
2,37.578512396694215,43.08,7.07776560788609,1.3508615567439095,0.7878787878787878,SK Raina,36.52
3,23.811320754716984,21.78688524590164,7.558293838862559,1.2228682170542635,0.6744186046511628,DJ Bravo,17.295081967213115
4,27.08333333333333,26.903614457831324,7.514301738642738,1.3693820224719102,0.8061797752808989,JA Morkel,21.48192771084337
5,33.511627906976734,0.0,0.0,1.1574297188755018,0.6297188755020079,S Badrinath,0.0
6,40.919540229885065,0.0,0.0,1.3283582089552242,0.7238805970149254,MS Dhoni,0.0
7,25.484848484848484,29.963414634146343,7.513761467889907,1.1937544357700496,0.5876508161816891,RA Jadeja,23.92682926829268
8,12.833333333333336,23.77,6.107922912205567,0.9390243902439024,0.4065040650406504,R Ashwin,23.35
9,28.0,30.25531914893617,7.7493188010899186,0.9333333333333332,0.4,SB Jakati,23.425531914893615
10,21.0,17.44736842105263,6.63,0.9130434782608696,0.43478260869565216,DE Bollinger,15.789473684210524
11,5.0,23.0,6.4485981308411215,1.6666666666666667,1.3333333333333333,KMDN Kulasekara,21.4
