,count,name
0,16,JH Kallis
1,1,SP Goswami
2,13,MK Pandey
3,13,V Kohli
4,4,EJG Morgan
5,11,R Dravid
6,14,RV Uthappa
7,1,RE van der Merwe
8,12,P Kumar
9,15,DW Steyn
10,16,A Kumble
11,14,R Vinay Kumar
12,2,MV Boucher
13,7,KP Pietersen
14,5,CL White
15,1,A Mithun
16,2,KP Appanna
17,7,LRPL Taylor
18,1,S Sriram
19,2,Pankaj Singh
20,1,ND Doshi
21,1,B Akhil
