,count,name
0,14,JA Morkel
1,6,S Tyagi
2,12,M Muralitharan
3,12,R Ashwin
4,7,L Balaji
5,5,JM Kemp
6,15,M Vijay
7,16,ML Hayden
8,16,SK Raina
9,15,S Badrinath
10,11,MS Dhoni
11,3,MS Gony
12,3,Joginder Sharma
13,4,PA Patel
14,1,GJ Bailey
15,11,SB Jakati
16,1,NLTC Perera
17,4,T Thushara
18,1,KB Arun Karthik
19,1,C Ganapathy
20,8,DE Bollinger
21,3,MEK Hussey
22,2,S Anirudha
