,count,name
0,11,AC Thomas
1,7,SB Wagh
2,8,WD Parnell
3,6,M Kartik
4,13,JD Ryder
5,10,M Manhas
6,14,R Sharma
7,4,GC Smith
8,13,RV Uthappa
9,14,Yuvraj Singh
10,5,MD Mishra
11,3,AA Jhunjhunwala
12,2,TD Paine
13,2,NL McCullum
14,5,JE Taylor
15,9,MK Pandey
16,5,MR Marsh
17,1,Kamran Khan
18,2,Harpreet Singh
19,4,B Kumar
20,4,CJ Ferguson
21,3,SC Ganguly
22,1,S Rana
23,1,JP Faulkner
24,1,SS Mundhe
