,count,name
0,2,JDP Oram
1,9,A Singh
2,10,J Botha
3,12,SK Trivedi
4,13,SK Warne
5,12,AL Menaria
6,3,STR Binny
7,4,AG Paunikar
8,12,R Dravid
9,11,LRPL Taylor
10,4,SW Tait
11,7,AM Rahane
12,11,SR Watson
13,3,ND Doshi
14,2,FY Fazal
15,4,AS Raut
16,1,SA Asnodkar
17,4,DH Yagnik
18,1,Pankaj Singh
19,1,PR Shah
20,2,AA Chavan
