,count,name
0,15,Harbhajan Singh
1,16,SL Malinga
2,5,AG Murtaza
3,15,MM Patel
4,16,KA Pollard
5,7,JEC Franklin
6,6,DJ Jacobs
7,16,SR Tendulkar
8,16,AT Rayudu
9,13,RG Sharma
10,5,R Sathish
11,6,AN Ahmed
12,9,A Symonds
13,7,TL Suman
14,6,AC Blizzard
15,6,DS Kulkarni
16,1,RW Price
