,count,name
0,13,BB McCullum
1,3,VVS Laxman
2,13,DPMD Jayawardene
3,14,BJ Hodge
4,14,RA Jadeja
5,11,RV Gomez
6,13,PA Patel
7,14,RP Singh
8,9,S Sreesanth
9,13,R Vinay Kumar
10,5,M Muralitharan
11,4,NLTC Perera
12,5,RR Powar
13,4,KM Jadhav
14,1,B Akhil
15,4,M Klinger
16,5,P Parameswaran
17,2,OA Shah
18,1,P Prasanth
19,2,Y Gnaneswara Rao
