,count,name
0,5,S Anirudha
1,16,M Vijay
2,16,SK Raina
3,13,MS Dhoni
4,15,JA Morkel
5,2,SB Styris
6,5,TG Southee
7,16,R Ashwin
8,8,S Randiv
9,14,SB Jakati
10,12,S Badrinath
11,14,MEK Hussey
12,13,DE Bollinger
13,1,Joginder Sharma
14,1,KMDN Kulasekara
15,6,DJ Bravo
16,2,WP Saha
