,count,name
0,14,S Dhawan
1,2,IR Jaggi
2,13,KC Sangakkara
3,13,B Chipli
4,10,JP Duminy
5,14,DT Christian
6,9,DB Ravi Teja
7,12,DW Steyn
8,14,A Mishra
9,12,I Sharma
10,10,PP Ojha
11,10,S Sohal
12,3,MS Gony
13,6,CL White
14,2,Harmeet Singh
15,1,I Malhotra
16,1,MJ Lumb
17,2,Anand Rajan
