,count,name
0,3,MA Agarwal
1,13,Q de Kock
2,6,SS Iyer
3,12,KK Nair
4,14,SV Samson
5,7,P Negi
6,8,CR Brathwaite
7,12,CH Morris
8,4,NM Coulter-Nile
9,14,A Mishra
10,12,Z Khan
11,5,J Yadav
12,8,Mohammed Shami
13,9,JP Duminy
14,4,Imran Tahir
15,4,S Nadeem
16,10,RR Pant
17,4,SW Billings
