,count,name
0,16,P Kumar
1,2,PJ Sangwan
2,7,JP Faulkner
3,1,S Ladda
4,15,RA Jadeja
5,15,DJ Bravo
6,12,AJ Finch
7,16,BB McCullum
8,15,SK Raina
9,15,KD Karthik
10,5,Ishan Kishan
11,6,SB Jakati
12,7,PV Tambe
13,14,DS Kulkarni
14,3,AD Nath
15,1,DW Steyn
16,12,DR Smith
17,7,S Kaushik
18,2,ER Dwivedi
