,count,name
0,4,RP Singh
1,4,I Sharma
2,3,MR Marsh
3,10,R Bhatia
4,10,M Ashwin
5,14,R Ashwin
6,14,AM Rahane
7,6,F du Plessis
8,4,KP Pietersen
9,7,SPD Smith
10,12,MS Dhoni
11,12,NLTC Perera
12,4,IK Pathan
13,3,Ankit Sharma
14,2,JA Morkel
15,9,AB Dinda
16,7,SS Tiwary
17,1,PSP Handscomb
18,2,SM Boland
19,6,UT Khawaja
20,5,GJ Bailey
21,5,A Zampa
22,2,DL Chahar
