,count,name
0,13,AJ Finch
1,14,DA Warner
2,14,S Dhawan
3,8,KL Rahul
4,10,DJG Sammy
5,7,Y Venugopal Rao
6,14,KV Sharma
7,14,DW Steyn
8,14,B Kumar
9,3,I Sharma
10,10,A Mishra
11,10,IK Pathan
12,10,NV Ojha
13,4,MC Henriques
14,3,Parvez Rasool
15,1,S Anirudha
16,1,JO Holder
