,count,name
0,14,MA Starc
1,7,JA Morkel
2,10,VR Aaron
3,14,YS Chahal
4,9,AB Dinda
5,14,Yuvraj Singh
6,12,PA Patel
7,2,NJ Maddinson
8,14,V Kohli
9,13,AB de Villiers
10,5,M Muralitharan
11,5,YV Takawale
12,7,S Rana
13,2,R Rampaul
14,9,CH Gayle
15,3,HV Patel
16,3,RR Rossouw
17,2,VH Zol
18,4,AN Ahmed
19,1,SB Jakati
