,count,name
0,8,MA Agarwal
1,11,M Vijay
2,14,KD Karthik
3,8,MK Tiwary
4,14,JP Duminy
5,4,LRPL Taylor
6,12,Mohammed Shami
7,8,WD Parnell
8,11,S Nadeem
9,2,R Sharma
10,4,JDS Neesham
11,1,NM Coulter-Nile
12,9,JD Unadkat
13,5,LR Shukla
14,7,Q de Kock
15,11,KP Pietersen
16,10,KM Jadhav
17,5,S Kaul
18,3,R Shukla
19,6,Imran Tahir
