,count,name
0,3,JJ Roy
1,11,BB McCullum
2,14,SK Raina
3,13,AJ Finch
4,13,KD Karthik
5,6,P Kumar
6,6,DS Kulkarni
7,1,MS Gony
8,3,S Kaushik
9,12,DR Smith
10,2,SB Jakati
11,12,Basil Thampi
12,1,Tejas Baroka
13,6,AJ Tye
14,12,RA Jadeja
15,10,Ishan Kishan
16,2,MM Patel
17,8,JP Faulkner
18,1,SS Agarwal
19,2,NB Singh
20,1,AD Nath
21,6,Ankit Soni
22,1,IK Pathan
23,5,PJ Sangwan
