,count,name
0,3,AB Dinda
1,3,DL Chahar
2,12,BA Stokes
3,12,Imran Tahir
4,6,A Zampa
5,3,R Bhatia
6,16,AM Rahane
7,3,MA Agarwal
8,15,SPD Smith
9,15,MS Dhoni
10,13,MK Tiwary
11,13,DT Christian
12,2,RD Chahar
13,1,F du Plessis
14,14,RA Tripathi
15,1,Ankit Sharma
16,12,SN Thakur
17,4,LH Ferguson
18,12,JD Unadkat
19,10,Washington Sundar
