,count,name
0,13,Sandeep Sharma
1,14,MM Sharma
2,14,AR Patel
3,6,T Natarajan
4,5,MP Stoinis
5,4,Swapnil Singh
6,10,HM Amla
7,9,M Vohra
8,11,WP Saha
9,14,GJ Maxwell
10,4,DA Miller
11,6,VR Aaron
12,6,I Sharma
13,4,KC Cariappa
14,4,EJG Morgan
15,8,SE Marsh
16,1,Anureet Singh
17,7,MJ Guptill
18,3,R Tewatia
19,2,MJ Henry
