,Bat_Average,Bowl_Average,Economy,FastScorer,HardHitter,Name,WicketTaker
0,17.755555555555556,25.976190476190478,6.625506072874494,1.3519458544839256,0.9306260575296108,Harbhajan Singh,23.523809523809533
1,8.8,18.00657894736842,6.159789947486871,0.8543689320388349,0.5242718446601942,SL Malinga,17.539473684210527
2,10.0,33.77777777777778,6.780669144981411,0.7142857142857143,0.2857142857142857,AG Murtaza,29.88888888888889
3,9.75,22.567567567567572,7.250361794500724,0.951219512195122,0.4878048780487805,MM Patel,18.67567567567568
4,29.79746835443038,30.142857142857146,7.937304075235111,1.4062126642771804,0.9080047789725209,KA Pollard,22.785714285714285
5,29.72727272727273,24.0,8.361290322580645,1.058252427184466,0.4983818770226538,JEC Franklin,17.22222222222222
6,13.142857142857142,0.0,0.0,0.9108910891089108,0.6336633663366337,DJ Jacobs,0.0
7,37.047619047619044,57.0,9.243243243243244,1.1418786692759295,0.6643835616438356,SR Tendulkar,37.0
8,30.2,0.0,0.0,1.230142566191446,0.6588594704684317,AT Rayudu,0.0
9,35.05833333333333,28.33333333333333,7.456140350877192,1.2849725106902872,0.7495418448381185,RG Sharma,22.8
10,19.285714285714285,75.66666666666667,9.458333333333334,1.1440677966101696,0.5254237288135594,R Sathish,48.0
11,36.0,38.91666666666666,7.740331491712707,1.3333333333333333,0.8148148148148148,AN Ahmed,30.16666666666667
