,Bat_Average,Bowl_Average,Economy,FastScorer,HardHitter,Name,WicketTaker
0,43.26086956521739,0.0,0.0,1.3829047949965254,0.8811674774148714,DA Warner,0.0
1,29.703296703296704,38.833333333333336,10.130434782608695,1.4933701657458565,1.0806629834254144,V Sehwag,23.0
2,15.0,0.0,0.0,0.9554140127388536,0.5796178343949044,UBT Chand,0.0
3,29.163636363636364,66.0,9.0,1.2659826361483821,0.8161010260457774,AJ Finch,44.0
4,22.720588235294123,0.0,0.0,1.1564371257485029,0.7140718562874252,NV Ojha,0.0
5,29.84848484848485,54.83333333333334,8.891891891891891,1.1400462962962965,0.6134259259259259,Y Venugopal Rao,37.0
6,25.952380952380953,32.1125,7.2948414576431615,1.157112526539278,0.5732484076433121,IK Pathan,26.4125
7,15.9,23.142857142857146,6.408791208791209,1.1041666666666667,0.6388888888888888,RE van der Merwe,21.66666666666667
8,12.6,25.921052631578952,7.069377990430622,1.3548387096774193,0.7956989247311828,M Morkel,22.0
9,13.428571428571427,28.74725274725275,7.720609936055091,0.9894736842105264,0.5263157894736842,UT Yadav,22.340659340659343
10,3.25,28.797101449275363,7.502831969792322,0.52,0.16,AB Dinda,23.02898550724637
11,2.6,35.0,6.83377308707124,0.3661971830985916,0.056338028169014086,S Nadeem,30.72972972972973
