,count,name
0,16,RG Sharma
1,3,AJ Finch
2,2,AP Tare
3,14,AT Rayudu
4,4,CJ Anderson
5,15,SL Malinga
6,13,R Vinay Kumar
7,4,JJ Bumrah
8,1,PP Ojha
9,15,Harbhajan Singh
10,3,P Suyal
11,12,J Suchith
12,15,KA Pollard
13,14,PA Patel
14,5,UBT Chand
15,1,S Gopal
16,13,LMP Simmons
17,9,HH Pandya
18,12,MJ McClenaghan
19,1,M de Lange
