,count,name
0,14,B Kumar
1,7,TA Boult
2,4,I Sharma
3,14,KV Sharma
4,9,RS Bopara
5,2,Parvez Rasool
6,14,DA Warner
7,14,S Dhawan
8,8,KL Rahul
9,11,NV Ojha
10,2,KS Williamson
11,12,P Kumar
12,6,A Ashish Reddy
13,9,EJG Morgan
14,6,DW Steyn
15,9,MC Henriques
16,3,Bipul Sharma
17,4,GH Vihari
