,Bat_Average,Bowl_Average,Economy,FastScorer,HardHitter,WicketTaker
DW Steyn,8.736842105263158,23.934065934065934,6.1265822784810124,1.031055900621118,0.45962732919254656,23.439560439560438
Azhar Mahmood,24.25,23.482758620689655,7.4021739130434785,1.247588424437299,0.752411575562701,19.03448275862069
VH Zol,14.5,0.0,0.0,1.1153846153846154,0.6923076923076923,0.0
Sunny Singh,14.333333333333334,0.0,0.0,1.3870967741935485,0.967741935483871,0.0
DP Nannes,4.0,26.214285714285715,6.3918722786647315,0.3076923076923077,0.0,24.607142857142858
BE Hendricks,1.0,24.88888888888889,8.560509554140127,0.3333333333333333,0.0,17.444444444444443
RJ Quiney,16.166666666666668,0.0,0.0,0.941747572815534,0.5825242718446602,0.0
YV Takawale,24.0,0.0,0.0,1.0491803278688525,0.6666666666666666,0.0
AJ Tye,28.0,11.583333333333334,6.515625,1.5555555555555556,0.7777777777777778,10.666666666666666
RR Powar,32.5,38.53846153846154,6.785553047404063,1.0317460317460319,0.47619047619047616,34.07692307692308
PA Patel,23.938144329896907,0.0,0.0,1.1271844660194175,0.6786407766990291,0.0
SM Katich,30.125,0.0,0.0,1.2617801047120418,0.7958115183246073,0.0
Harbhajan Singh,17.755555555555556,25.976190476190474,6.625506072874494,1.3519458544839256,0.9306260575296108,23.523809523809526
BJ Hodge,35.0,17.294117647058822,7.411764705882353,1.2142237640936686,0.6470078057241977,14.0
B Chipli,18.666666666666668,20.0,20.0,1.09375,0.6015625,6.0
AC Voges,45.25,74.0,7.928571428571429,1.2657342657342658,0.5454545454545454,56.0
AC Blizzard,17.142857142857142,0.0,0.0,1.3186813186813187,1.054945054945055,0.0
S Kaushik,0.0,48.5,8.314285714285715,0.0,0.0,35.0
JM Kemp,13.0,17.0,6.8,1.04,0.4,15.0
AD Mascarenhas,8.666666666666666,18.57894736842105,6.832258064516129,1.0196078431372548,0.35294117647058826,16.31578947368421
VVS Laxman,18.8,0.0,0.0,1.040590405904059,0.5977859778597786,0.0
AT Rayudu,30.2,0.0,0.0,1.230142566191446,0.6588594704684317,0.0
RN ten Doeschate,27.166666666666668,44.0,6.36144578313253,1.3697478991596639,0.8151260504201681,41.5
X Thalaivan Sargunam,10.0,0.0,0.0,0.5882352941176471,0.0,0.0
WD Parnell,10.5,24.11111111111111,6.499168053244592,0.7875,0.275,22.25925925925926
MF Maharoof,22.125,18.296296296296298,6.72108843537415,1.4274193548387097,0.8225806451612904,16.333333333333332
D Salunkhe,33.0,70.0,8.235294117647058,1.375,0.8333333333333334,51.0
Y Nagar,21.923076923076923,29.25,9.75,1.051660516605166,0.4944649446494465,18.0
AUK Pathan,7.8,57.0,8.341463414634147,1.5,1.2307692307692308,41.0
A Singh,0.5,21.535714285714285,7.444444444444445,0.2,0.0,17.357142857142858
ND Doshi,0.0,39.0,8.210526315789474,0.0,0.0,28.5
D du Preez,10.0,13.75,7.674418604651163,0.7692307692307693,0.0,10.75
RR Raje,20.0,33.333333333333336,8.333333333333334,1.1111111111111112,0.5555555555555556,24.0
DA Miller,36.348837209302324,0.0,0.0,1.377092511013216,0.7788546255506608,0.0
RR Pant,31.333333333333332,0.0,0.0,1.4803149606299213,0.9658792650918635,0.0
AN Ahmed,36.0,38.916666666666664,7.740331491712707,1.3333333333333333,0.8148148148148148,30.166666666666668
S Gopal,14.0,21.857142857142858,7.913793103448276,0.5185185185185185,0.14814814814814814,16.571428571428573
A Choudhary,25.0,27.4,7.611111111111111,1.25,0.5,21.6
Shivam Sharma,5.0,40.333333333333336,7.5625,1.6666666666666667,1.3333333333333333,32.0
SB Bangar,9.8,53.0,8.313725490196079,0.8448275862068966,0.3793103448275862,38.25
UT Khawaja,31.75,0.0,0.0,1.2095238095238094,0.7047619047619048,0.0
DM Bravo,6.0,0.0,0.0,1.2,0.8,0.0
DPMD Jayawardene,32.30909090909091,0.0,0.0,1.195827725437416,0.6944818304172274,0.0
Mohammad Ashraful,2.0,0.0,0.0,0.16666666666666666,0.0,0.0
SK Raina,37.578512396694215,43.08,7.07776560788609,1.3508615567439097,0.7878787878787878,36.52
GJ Bailey,28.82608695652174,0.0,0.0,1.201086956521739,0.6340579710144928,0.0
S Dhawan,37.48421052631579,16.25,7.959183673469388,1.1850249584026622,0.6755407653910149,12.25
HM Amla,48.083333333333336,0.0,0.0,1.3803827751196172,0.8755980861244019,0.0
CA Ingram,4.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.0
SW Tait,7.666666666666667,23.208333333333332,6.258426966292135,0.8846153846153846,0.38461538461538464,22.25
HV Patel,5.857142857142857,27.823529411764707,8.028288543140029,1.1388888888888888,0.5555555555555556,20.794117647058822
Shoaib Malik,13.0,38.5,7.9655172413793105,1.0612244897959184,0.40816326530612246,29.0
AM Nayar,22.4,34.55555555555556,7.807531380753138,1.1428571428571428,0.5782312925170068,26.555555555555557
T Thushara,12.0,19.0,6.333333333333333,0.631578947368421,0.0,18.0
MM Patel,9.75,22.56756756756757,7.250361794500724,0.9512195121951219,0.4878048780487805,18.675675675675677
Mohammad Nabi,2.0,29.0,5.2727272727272725,0.6666666666666666,0.0,33.0
SPD Smith,40.333333333333336,5.0,15.0,1.2823618470855414,0.6555639666919001,2.0
AS Rajpoot,6.0,28.25,7.369565217391305,0.46153846153846156,0.3076923076923077,23.0
BCJ Cutting,31.0,32.857142857142854,8.070175438596491,1.7714285714285714,1.3714285714285714,24.428571428571427
Abdur Razzak,0.0,23.0,9.857142857142858,0.0,0.0,14.0
C Munro,30.0,15.0,7.5,0.967741935483871,0.3870967741935484,12.0
SN Thakur,2.3333333333333335,28.083333333333332,7.806949806949807,0.7777777777777778,0.4444444444444444,21.583333333333332
Anirudh Singh,15.75,0.0,0.0,0.9130434782608695,0.43478260869565216,0.0
A Zampa,2.5,14.210526315789474,7.2,0.625,0.5,11.842105263157896
IK Pathan,25.952380952380953,32.1125,7.2948414576431615,1.157112526539278,0.5732484076433121,26.4125
CJ McKay,8.0,60.0,8.571428571428571,0.5333333333333333,0.0,42.0
AR Patel,23.307692307692307,26.517857142857142,7.099601593625498,1.2267206477732793,0.6153846153846154,22.410714285714285
JP Duminy,44.28888888888889,33.30434782608695,6.729136163982431,1.2197062423500613,0.587515299877601,29.695652173913043
MP Stoinis,23.285714285714285,29.5,8.4688995215311,1.1985294117647058,0.5882352941176471,20.9
S Tyagi,3.0,47.333333333333336,7.745454545454545,0.75,0.0,36.666666666666664
MJ McClenaghan,10.5,22.666666666666668,7.673981191222571,1.4,0.9777777777777777,17.72222222222222
Kuldeep Yadav,10.0,23.833333333333332,7.944444444444445,0.9090909090909091,0.36363636363636365,18.0
S Sriram,15.5,49.0,16.333333333333332,0.8157894736842105,0.3157894736842105,18.0
D Wiese,38.666666666666664,24.375,8.09688581314879,1.3647058823529412,0.7529411764705882,18.0625
Mashrafe Mortaza,2.0,54.0,11.571428571428571,1.0,0.0,28.0
KD Karthik,26.85981308411215,0.0,0.0,1.232418524871355,0.6655231560891939,0.0
MJ Lumb,27.8,0.0,0.0,1.404040404040404,1.0909090909090908,0.0
JDS Neesham,14.0,88.0,9.263157894736842,0.9130434782608695,0.391304347826087,57.0
TM Srivastava,8.0,0.0,0.0,0.7272727272727273,0.0,0.0
AS Yadav,9.8,0.0,0.0,1.225,0.8,0.0
A Uniyal,4.0,32.0,10.105263157894736,0.5714285714285714,0.0,19.0
MA Khote,12.0,25.5,10.2,1.0909090909090908,0.6363636363636364,15.0
AB McDonald,24.6,24.2,8.25,1.1941747572815533,0.5825242718446602,17.6
SK Warne,13.066666666666666,24.70175438596491,6.9076042518397385,0.9032258064516129,0.423963133640553,21.45614035087719
BJ Rohrer,29.833333333333332,11.0,9.428571428571429,1.356060606060606,0.803030303030303,7.0
SP Jackson,19.0,0.0,0.0,1.2258064516129032,0.6451612903225806,0.0
RR Bhatkal,0.0,35.0,17.5,0.0,0.0,12.0
JO Holder,12.666666666666666,58.8,7.7368421052631575,1.1875,0.875,45.6
J Arunkumar,11.5,0.0,0.0,0.9583333333333334,0.8333333333333334,0.0
KK Nair,27.390243902439025,0.0,0.0,1.2477777777777779,0.7577777777777778,0.0
KW Richardson,12.0,22.68421052631579,7.932515337423313,0.9230769230769231,0.358974358974359,17.157894736842106
Kamran Akmal,42.666666666666664,0.0,0.0,1.641025641025641,1.2820512820512822,0.0
JJ van der Wath,9.0,41.666666666666664,9.868421052631579,1.0588235294117647,0.5882352941176471,25.333333333333332
M Morkel,12.6,25.92105263157895,7.069377990430622,1.3548387096774193,0.7956989247311828,22.0
R Dravid,30.619718309859156,0.0,0.0,1.1334723670490094,0.64859228362878,0.0
M Vijay,30.253012048192772,48.0,7.783783783783784,1.2002868068833652,0.7084130019120459,37.0
JA Morkel,27.083333333333332,26.903614457831324,7.514301738642737,1.3693820224719102,0.8061797752808989,21.481927710843372
KMDN Kulasekara,5.0,23.0,6.4485981308411215,1.6666666666666667,1.3333333333333333,21.4
RT Ponting,11.375,0.0,0.0,0.7054263565891473,0.24806201550387597,0.0
DH Yagnik,18.88888888888889,0.0,0.0,1.1971830985915493,0.7323943661971831,0.0
AR Bawne,12.0,0.0,0.0,1.0,0.3333333333333333,0.0
LMP Simmons,41.5,34.0,11.333333333333334,1.2289293849658314,0.7972665148063781,18.0
S Rana,22.75,18.0,6.75,1.1097560975609757,0.5121951219512195,16.0
HH Gibbs,30.551724137931036,0.0,0.0,1.058542413381123,0.6188769414575866,0.0
LA Pomersbach,30.2,0.0,0.0,1.203187250996016,0.7091633466135459,0.0
P Dogra,18.142857142857142,0.0,0.0,0.900709219858156,0.3262411347517731,0.0
P Negi,20.764705882352942,24.967741935483872,7.267605633802817,1.2429577464788732,0.704225352112676,20.612903225806452
FH Edwards,4.0,28.8,5.76,0.8,0.0,30.0
T Kohli,5.5,0.0,0.0,0.55,0.3,0.0
MG Johnson,11.615384615384615,23.610169491525422,7.3187390542907185,0.9617834394904459,0.4713375796178344,19.35593220338983
CJ Anderson,32.5625,48.375,8.965250965250965,1.2584541062801933,0.821256038647343,32.375
CH Gayle,42.325581395348834,36.55555555555556,7.139240506329114,1.4410134600158353,1.098178939034046,30.72222222222222
CR Brathwaite,11.875,30.75,8.154696132596685,1.6964285714285714,1.4285714285714286,22.625
MEK Hussey,42.06382978723404,0.0,0.0,1.1996359223300972,0.6699029126213593,0.0
A Nehra,6.833333333333333,22.849056603773583,7.361702127659575,0.6507936507936508,0.2857142857142857,18.62264150943396
SB Styris,18.714285714285715,33.75,7.297297297297297,0.9776119402985075,0.43283582089552236,27.75
KP Pietersen,38.5,29.285714285714285,6.833333333333333,1.3205804749340369,0.7968337730870713,25.714285714285715
MS Wade,5.5,0.0,0.0,0.8461538461538461,0.0,0.0
RP Singh,4.7272727272727275,24.322222222222223,7.103299080584099,0.6666666666666666,0.1794871794871795,20.544444444444444
DJ Hooda,17.7,43.0,7.701492537313433,1.3208955223880596,0.6865671641791045,33.5
Umar Gul,19.5,13.833333333333334,6.509803921568627,2.0526315789473686,1.7894736842105263,12.75
MS Bisla,23.96969696969697,0.0,0.0,1.0865384615384615,0.695054945054945,0.0
MK Tiwary,32.96,71.0,11.210526315789474,1.1412742382271468,0.5831024930747922,38.0
PP Ojha,2.0,25.40449438202247,6.974807197943445,0.35555555555555557,0.0,21.853932584269664
Parvez Rasool,8.5,67.0,8.04,0.85,0.2,50.0
TM Head,41.0,40.5,10.125,1.3576158940397351,0.6357615894039735,24.0
Swapnil Singh,4.0,89.0,8.754098360655737,0.6,0.0,61.0
M de Lange,1.0,31.4,8.120689655172415,0.5,0.0,23.2
RR Sarwan,24.333333333333332,0.0,0.0,0.9358974358974359,0.38461538461538464,0.0
GD McGrath,4.0,29.333333333333332,6.419452887537994,0.8,0.8,27.416666666666668
UA Birla,7.0,0.0,0.0,0.4666666666666667,0.26666666666666666,0.0
Shoaib Akhtar,2.0,10.0,6.521739130434782,0.25,0.0,9.2
JD Ryder,23.23076923076923,37.125,7.394190871369295,1.296137339055794,0.8369098712446352,30.125
RA Tripathi,35.54545454545455,12.0,12.0,1.4218181818181819,0.9963636363636363,6.0
C de Grandhomme,15.75,32.25,7.588235294117647,1.3695652173913044,0.8260869565217391,25.5
Harpreet Singh,10.0,0.0,0.0,0.7692307692307693,0.0,0.0
SJ Srivastava,5.0,29.214285714285715,8.019607843137255,1.0,0.0,21.857142857142858
MR Marsh,20.454545454545453,20.57894736842105,7.471337579617835,1.1194029850746268,0.5970149253731343,16.526315789473685
TS Mills,2.6666666666666665,28.8,7.783783783783784,0.7272727272727273,0.5454545454545454,22.2
MN Samuels,16.1,30.88888888888889,7.616438356164384,0.9252873563218391,0.4482758620689655,24.333333333333332
SS Shaikh,6.0,0.0,0.0,0.8571428571428571,0.5714285714285714,0.0
MDKJ Perera,7.0,0.0,0.0,1.0769230769230769,0.9230769230769231,0.0
DR Martyn,19.0,0.0,0.0,0.7307692307692307,0.15384615384615385,0.0
CJ Jordan,3.0,20.75,7.946808510638298,0.6,0.0,15.666666666666666
AN Ghosh,3.5,0.0,0.0,0.875,0.5,0.0
DS Lehmann,9.0,0.0,0.0,0.9473684210526315,0.631578947368421,0.0
NM Coulter-Nile,7.428571428571429,19.333333333333332,7.126279863481229,0.9811320754716981,0.6792452830188679,16.27777777777778
SW Billings,22.6,0.0,0.0,1.30635838150289,0.7052023121387283,0.0
NV Ojha,22.720588235294116,0.0,0.0,1.156437125748503,0.7140718562874252,0.0
CRD Fernando,4.0,16.41176470588235,6.72289156626506,1.3333333333333333,0.0,14.647058823529411
DNT Zoysa,11.0,48.0,8.347826086956522,1.2222222222222223,0.4444444444444444,34.5
Misbah-ul-Haq,16.714285714285715,0.0,0.0,1.4268292682926829,0.926829268292683,0.0
SB Jakati,28.0,30.25531914893617,7.7493188010899186,0.9333333333333333,0.4,23.425531914893618
M Kartik,22.2,43.25806451612903,6.807106598984771,1.0373831775700935,0.3177570093457944,38.12903225806452
MS Dhoni,40.91954022988506,0.0,0.0,1.328358208955224,0.7238805970149254,0.0
BB Samantray,31.25,0.0,0.0,1.0775862068965518,0.5517241379310345,0.0
DB Ravi Teja,20.833333333333332,28.0,9.333333333333334,1.1538461538461537,0.5969230769230769,18.0
WPUJC Vaas,13.5,19.166666666666668,7.1875,1.1095890410958904,0.3561643835616438,16.0
ML Hayden,39.535714285714285,0.0,0.0,1.3194278903456496,0.8915375446960667,0.0
M Vohra,27.34285714285714,0.0,0.0,1.276,0.7866666666666666,0.0
N Saini,14.0,0.0,0.0,0.9790209790209791,0.44755244755244755,0.0
KC Cariappa,5.0,38.375,8.729857819905213,0.8333333333333334,0.3333333333333333,26.375
C Ganapathy,0.0,13.0,13.0,0.0,0.0,6.0
BW Hilfenhaus,0.0,20.954545454545453,7.092307692307692,0.0,0.0,17.727272727272727
Gagandeep Singh,0.0,47.0,10.071428571428571,0.0,0.0,28.0
SS Sarkar,0.0,34.0,8.16,0.0,0.0,25.0
JW Hastings,0.0,21.0,6.19672131147541,0.0,0.0,20.333333333333332
P Prasanth,0.0,18.0,18.0,0.0,0.0,6.0
Mustafizur Rahman,0.0,26.11764705882353,6.778625954198473,0.0,0.0,23.11764705882353
Mohammed Siraj,0.0,20.9,8.893617021276595,0.0,0.0,14.1
TP Sudhindra,0.0,132.0,10.702702702702704,0.0,0.0,74.0
AA Kazi,0.0,20.0,9.23076923076923,0.0,0.0,13.0
T Natarajan,0.0,54.5,7.975609756097561,0.0,0.0,41.0
P Amarnath,0.0,33.714285714285715,10.727272727272727,0.0,0.0,18.857142857142858
T Shamsi,0.0,49.0,9.1875,0.0,0.0,32.0
AM Salvi,0.0,27.142857142857142,7.3076923076923075,0.0,0.0,22.285714285714285
B Geeves,0.0,90.0,11.020408163265307,0.0,0.0,49.0
K Santokie,0.0,29.0,10.235294117647058,0.0,0.0,17.0
SS Agarwal,0.0,42.0,10.5,0.0,0.0,24.0
NB Singh,0.0,14.0,3.36,0.0,0.0,25.0
MJ Henry,0.0,70.0,13.548387096774194,0.0,0.0,31.0
SM Boland,0.0,26.5,7.395348837209302,0.0,0.0,21.5
RA Shaikh,0.0,11.0,11.0,0.0,0.0,6.0
P Suyal,0.0,70.0,7.850467289719626,0.0,0.0,53.5
Anand Rajan,0.0,23.5,6.962962962962963,0.0,0.0,20.25
Avesh Khan,0.0,23.0,5.75,0.0,0.0,24.0
A Nel,0.0,31.0,10.333333333333334,0.0,0.0,18.0
RW Price,0.0,33.0,11.0,0.0,0.0,18.0
RR Bose,0.0,24.0,12.0,0.0,0.0,12.0
GS Sandhu,0.0,82.0,10.25,0.0,0.0,48.0
Tejas Baroka,0.0,33.0,9.428571428571429,0.0,0.0,21.0
Harmeet Singh (2),0.0,33.0,7.92,0.0,0.0,25.0
B Stanlake,0.0,34.0,8.16,0.0,0.0,25.0
MG Neser,0.0,61.0,14.64,0.0,0.0,25.0
MB Parmar,0.0,32.0,10.105263157894736,0.0,0.0,19.0
