,Bat_Average,Bowl_Average,Economy,FastScorer,HardHitter,Name,WicketTaker
0,8.666666666666666,18.57894736842105,6.83225806451613,1.0196078431372548,0.35294117647058826,AD Mascarenhas,16.315789473684212
1,3.0,22.8,7.728813559322034,0.6,0.0,Kamran Khan,17.7
2,9.75,22.567567567567572,7.250361794500724,0.951219512195122,0.4878048780487805,MM Patel,18.67567567567568
3,11.0,40.0,6.666666666666668,0.6875,0.375,T Henderson,36.0
4,13.066666666666665,24.701754385964907,6.9076042518397385,0.9032258064516128,0.423963133640553,SK Warne,21.45614035087719
5,33.488372093023266,32.92682926829269,6.9468267581475125,1.4021421616358325,0.8851022395326192,YK Pathan,28.439024390243897
6,28.96,0.0,0.0,1.0805970149253732,0.6358208955223881,GC Smith,0.0
7,30.214285714285715,0.0,0.0,1.2017045454545454,0.8068181818181818,SA Asnodkar,0.0
8,30.25,0.0,0.0,0.9758064516129032,0.5,Niraj Patel,0.0
9,25.484848484848484,29.963414634146343,7.513761467889907,1.1937544357700496,0.5876508161816891,RA Jadeja,23.92682926829268
10,11.0,0.0,0.0,0.7857142857142857,0.3142857142857143,M Rawat,0.0
11,25.0,28.42857142857143,7.803921568627452,1.1764705882352942,0.8470588235294118,PC Valthaty,21.857142857142854
