,Bat_Average,Bowl_Average,Economy,FastScorer,HardHitter,Name,WicketTaker
0,28.444444444444446,28.84615384615385,7.4750830564784065,1.3403141361256543,0.9947643979057592,ST Jayasuriya,23.153846153846153
1,37.047619047619044,57.0,9.243243243243244,1.1418786692759295,0.6643835616438356,SR Tendulkar,37.0
2,37.48421052631579,16.25,7.959183673469387,1.1850249584026622,0.6755407653910149,S Dhawan,12.25
3,44.28888888888889,33.30434782608695,6.729136163982432,1.2197062423500613,0.5875152998776011,JP Duminy,29.695652173913047
4,23.811320754716984,21.78688524590164,7.558293838862559,1.2228682170542635,0.6744186046511628,DJ Bravo,17.295081967213115
5,22.4,34.55555555555556,7.807531380753138,1.1428571428571428,0.5782312925170068,AM Nayar,26.555555555555557
6,17.755555555555556,25.976190476190478,6.625506072874494,1.3519458544839256,0.9306260575296108,Harbhajan Singh,23.523809523809533
7,9.75,26.12621359223301,7.0940246045694195,0.8297872340425532,0.3971631205673759,Z Khan,22.097087378640776
8,8.8,18.00657894736842,6.159789947486871,0.8543689320388349,0.5242718446601942,SL Malinga,17.539473684210527
9,20.0,33.333333333333336,8.333333333333334,1.1111111111111112,0.5555555555555556,RR Raje,24.0
10,18.0,23.426666666666666,7.2254969156956825,0.8910891089108911,0.3564356435643564,DS Kulkarni,19.453333333333333
11,11.5,0.0,0.0,0.9484536082474226,0.4948453608247423,PR Shah,0.0
